scenario,account_id,date,amount,entity,description,source
Actual,6020,2024-02-24,1033.15,South,Marketing,sample_gl
Actual,6020,2024-02-25,2115.08,South,Marketing,sample_gl
Actual,6020,2024-02-11,2547.6,West,Marketing,sample_gl
Actual,6020,2024-02-12,840.79,West,Marketing,sample_gl
Actual,6020,2024-02-14,98.63,West,Marketing,sample_gl
Actual,6020,2024-02-16,400.73,West,Marketing,sample_gl
Actual,6020,2024-02-17,1126.45,West,Marketing,sample_gl
Actual,6020,2024-02-18,2956.48,West,Marketing,sample_gl
Actual,6020,2024-02-18,238.66,West,Marketing,sample_gl
Actual,6020,2024-02-24,2841.33,West,Marketing,sample_gl
Actual,6030,2024-02-06,585.63,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-07,545.24,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-07,194.38,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-09,323.42,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-16,1407.71,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-23,1164.84,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-24,1468.2,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-25,136.28,North,Software & Subscriptions,sample_gl
Actual,6030,2024-02-02,61.92,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-02,455.97,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-05,917.53,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-09,981.26,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-10,803.46,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-18,580.16,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-18,965.72,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-23,282.25,South,Software & Subscriptions,sample_gl
Actual,6030,2024-02-02,333.36,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-04,440.7,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-06,1734.67,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-09,435.04,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-11,558.27,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-16,636.13,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-27,703.95,West,Software & Subscriptions,sample_gl
Actual,6030,2024-02-28,259.54,West,Software & Subscriptions,sample_gl
Actual,6040,2024-02-08,1313.17,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-14,366.65,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-18,213.97,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-20,617.38,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-20,87.86,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-20,826.57,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-25,586.52,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-26,404.06,North,Travel & Entertainment,sample_gl
Actual,6040,2024-02-02,322.75,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-04,299.53,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-07,331.28,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-07,98.51,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-20,571.95,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-21,570.37,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-24,546.14,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-25,1234.87,South,Travel & Entertainment,sample_gl
Actual,6040,2024-02-03,334.18,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-10,241.79,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-10,103.67,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-15,90.64,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-22,946.96,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-23,586.57,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-23,36.86,West,Travel & Entertainment,sample_gl
Actual,6040,2024-02-28,570.95,West,Travel & Entertainment,sample_gl
Actual,7000,2024-02-02,498.42,North,Interest Expense,sample_gl
Actual,7000,2024-02-03,166.61,North,Interest Expense,sample_gl
Actual,7000,2024-02-05,491.74,North,Interest Expense,sample_gl
Actual,7000,2024-02-05,76.16,North,Interest Expense,sample_gl
Actual,7000,2024-02-08,1048.49,North,Interest Expense,sample_gl
Actual,7000,2024-02-09,478.85,North,Interest Expense,sample_gl
Actual,7000,2024-02-21,241.61,North,Interest Expense,sample_gl
Actual,7000,2024-02-27,1006.19,North,Interest Expense,sample_gl
Actual,7000,2024-02-02,354.0,South,Interest Expense,sample_gl
Actual,7000,2024-02-03,616.48,South,Interest Expense,sample_gl
Actual,7000,2024-02-15,278.91,South,Interest Expense,sample_gl
Actual,7000,2024-02-16,425.25,South,Interest Expense,sample_gl
Actual,7000,2024-02-17,554.96,South,Interest Expense,sample_gl
Actual,7000,2024-02-18,1010.76,South,Interest Expense,sample_gl
Actual,7000,2024-02-20,488.22,South,Interest Expense,sample_gl
Actual,7000,2024-02-29,147.64,South,Interest Expense,sample_gl
Actual,7000,2024-02-01,657.2,West,Interest Expense,sample_gl
Actual,7000,2024-02-02,1046.56,West,Interest Expense,sample_gl
Actual,7000,2024-02-09,415.81,West,Interest Expense,sample_gl
Actual,7000,2024-02-19,179.09,West,Interest Expense,sample_gl
Actual,7000,2024-02-22,60.56,West,Interest Expense,sample_gl
Actual,7000,2024-02-25,379.35,West,Interest Expense,sample_gl
Actual,7000,2024-02-25,578.68,West,Interest Expense,sample_gl
Actual,7000,2024-02-27,303.91,West,Interest Expense,sample_gl
Actual,4000,2024-03-04,-45937.84,North,Product Revenue,sample_gl
Actual,4000,2024-03-06,-6628.2,North,Product Revenue,sample_gl
Actual,4000,2024-03-11,-19926.78,North,Product Revenue,sample_gl
Actual,4000,2024-03-11,-15184.8,North,Product Revenue,sample_gl
Actual,4000,2024-03-12,-22884.15,North,Product Revenue,sample_gl
Actual,4000,2024-03-14,-19109.15,North,Product Revenue,sample_gl
Actual,4000,2024-03-22,-20979.56,North,Product Revenue,sample_gl
Actual,4000,2024-03-28,-8735.37,North,Product Revenue,sample_gl
Actual,4000,2024-03-04,-192.28,South,Product Revenue,sample_gl
Actual,4000,2024-03-09,-8862.27,South,Product Revenue,sample_gl
Actual,4000,2024-03-11,-68116.53,South,Product Revenue,sample_gl
Actual,4000,2024-03-11,-9431.9,South,Product Revenue,sample_gl
Actual,4000,2024-03-13,-17405.22,South,Product Revenue,sample_gl
Actual,4000,2024-03-17,-33792.2,South,Product Revenue,sample_gl
Actual,4000,2024-03-25,-7423.55,South,Product Revenue,sample_gl
Actual,4000,2024-03-28,-21821.58,South,Product Revenue,sample_gl
Actual,4000,2024-03-02,-4291.83,West,Product Revenue,sample_gl
Actual,4000,2024-03-05,-41905.32,West,Product Revenue,sample_gl
Actual,4000,2024-03-07,-25861.72,West,Product Revenue,sample_gl
Actual,4000,2024-03-09,-21602.34,West,Product Revenue,sample_gl
Actual,4000,2024-03-10,-11857.47,West,Product Revenue,sample_gl
Actual,4000,2024-03-15,-13309.96,West,Product Revenue,sample_gl
Actual,4000,2024-03-18,-12120.95,West,Product Revenue,sample_gl
Actual,4000,2024-03-30,-17713.74,West,Product Revenue,sample_gl
Actual,4010,2024-03-01,-5881.32,North,Service Revenue,sample_gl
Actual,4010,2024-03-03,-7808.57,North,Service Revenue,sample_gl
Actual,4010,2024-03-04,-9413.97,North,Service Revenue,sample_gl
Actual,4010,2024-03-08,-1848.9,North,Service Revenue,sample_gl
Actual,4010,2024-03-14,-525.54,North,Service Revenue,sample_gl
Actual,4010,2024-03-18,-10400.73,North,Service Revenue,sample_gl
Actual,4010,2024-03-27,-5784.87,North,Service Revenue,sample_gl
Actual,4010,2024-03-30,-8404.29,North,Service Revenue,sample_gl
Actual,4010,2024-03-05,-16431.04,South,Service Revenue,sample_gl
Actual,4010,2024-03-07,-8249.5,South,Service Revenue,sample_gl
Actual,4010,2024-03-08,-5549.34,South,Service Revenue,sample_gl
Actual,4010,2024-03-13,-16759.25,South,Service Revenue,sample_gl
Actual,4010,2024-03-15,-4402.71,South,Service Revenue,sample_gl
Actual,4010,2024-03-18,-910.0,South,Service Revenue,sample_gl
Actual,4010,2024-03-20,-3266.74,South,Service Revenue,sample_gl
Actual,4010,2024-03-30,-3910.87,South,Service Revenue,sample_gl
Actual,4010,2024-03-01,-5038.5,West,Service Revenue,sample_gl
Actual,4010,2024-03-09,-6663.79,West,Service Revenue,sample_gl
Actual,4010,2024-03-10,-4900.19,West,Service Revenue,sample_gl
Actual,4010,2024-03-10,-1659.44,West,Service Revenue,sample_gl
Actual,4010,2024-03-17,-452.22,West,Service Revenue,sample_gl
Actual,4010,2024-03-24,-1187.45,West,Service Revenue,sample_gl
Actual,4010,2024-03-27,-13968.68,West,Service Revenue,sample_gl
Actual,4010,2024-03-27,-37.22,West,Service Revenue,sample_gl
Actual,5000,2024-03-07,18397.02,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-08,3645.84,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-08,1708.24,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-11,3596.48,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-13,22147.27,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-19,3319.87,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-23,4335.58,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-28,669.9,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-02,28263.65,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-05,1066.97,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-05,2911.9,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-16,1518.75,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-21,4122.94,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-26,17942.63,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-27,288.22,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-31,8075.83,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-03,20643.76,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-05,4129.79,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-09,17590.56,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-11,2794.64,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-16,10369.48,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-20,37.55,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-21,456.4,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-03-26,9169.76,West,Cost of Goods Sold,sample_gl
Actual,5010,2024-03-02,1593.78,North,Direct Labor,sample_gl
Actual,5010,2024-03-16,699.33,North,Direct Labor,sample_gl
Actual,5010,2024-03-18,7815.72,North,Direct Labor,sample_gl
Actual,5010,2024-03-20,4593.29,North,Direct Labor,sample_gl
Actual,5010,2024-03-23,2692.89,North,Direct Labor,sample_gl
Actual,5010,2024-03-25,4056.91,North,Direct Labor,sample_gl
Actual,5010,2024-03-28,1781.9,North,Direct Labor,sample_gl
Actual,5010,2024-03-29,59.96,North,Direct Labor,sample_gl
Actual,5010,2024-03-01,3224.69,South,Direct Labor,sample_gl
Actual,5010,2024-03-02,3274.05,South,Direct Labor,sample_gl
Actual,5010,2024-03-06,1804.81,South,Direct Labor,sample_gl
Actual,5010,2024-03-10,3462.95,South,Direct Labor,sample_gl
Actual,5010,2024-03-11,770.05,South,Direct Labor,sample_gl
Actual,5010,2024-03-15,5019.5,South,Direct Labor,sample_gl
Actual,5010,2024-03-23,80.28,South,Direct Labor,sample_gl
Actual,5010,2024-03-29,4515.87,South,Direct Labor,sample_gl
Actual,5010,2024-03-03,203.23,West,Direct Labor,sample_gl
Actual,5010,2024-03-06,2891.9,West,Direct Labor,sample_gl
Actual,5010,2024-03-06,2113.17,West,Direct Labor,sample_gl
Actual,5010,2024-03-13,284.34,West,Direct Labor,sample_gl
Actual,5010,2024-03-20,29.18,West,Direct Labor,sample_gl
Actual,5010,2024-03-20,4451.24,West,Direct Labor,sample_gl
Actual,5010,2024-03-22,9768.24,West,Direct Labor,sample_gl
Actual,5010,2024-03-28,1885.2,West,Direct Labor,sample_gl
Actual,6000,2024-03-03,12543.87,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-06,124.43,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-12,6487.34,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-15,9789.98,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-18,6835.69,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-19,4557.64,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-22,1565.9,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-31,26.27,North,Salaries & Wages,sample_gl
Actual,6000,2024-03-04,9496.22,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-08,717.9,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-10,9365.37,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-12,3193.34,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-13,953.83,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-19,2036.71,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-19,8070.65,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-23,763.06,South,Salaries & Wages,sample_gl
Actual,6000,2024-03-08,15315.42,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-10,11073.74,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-16,601.02,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-25,683.64,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-26,980.84,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-27,807.8,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-29,1876.34,West,Salaries & Wages,sample_gl
Actual,6000,2024-03-29,12131.26,West,Salaries & Wages,sample_gl
Actual,6010,2024-03-02,913.78,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-04,2078.07,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-05,140.13,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-21,1337.11,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-21,1406.66,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-21,1548.95,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-27,153.3,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-29,2560.05,North,Rent & Facilities,sample_gl
Actual,6010,2024-03-09,1658.6,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-12,1316.41,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-17,5131.61,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-17,666.93,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-18,440.01,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-27,303.8,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-29,233.82,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-30,328.77,South,Rent & Facilities,sample_gl
Actual,6010,2024-03-03,917.34,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-05,3090.93,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-08,28.82,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-15,1624.35,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-25,1189.49,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-28,19.48,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-31,1721.05,West,Rent & Facilities,sample_gl
Actual,6010,2024-03-31,1567.0,West,Rent & Facilities,sample_gl
Actual,6020,2024-03-09,4296.99,North,Marketing,sample_gl
Actual,6020,2024-03-12,569.44,North,Marketing,sample_gl
Actual,6020,2024-03-13,1310.08,North,Marketing,sample_gl
Actual,6020,2024-03-19,1939.77,North,Marketing,sample_gl
Actual,6020,2024-03-22,248.94,North,Marketing,sample_gl
Actual,6020,2024-03-22,475.38,North,Marketing,sample_gl
Actual,6020,2024-03-24,3515.25,North,Marketing,sample_gl
Actual,6020,2024-03-27,744.5,North,Marketing,sample_gl
Actual,6020,2024-03-03,591.34,South,Marketing,sample_gl
Actual,6020,2024-03-08,129.27,South,Marketing,sample_gl
Actual,6020,2024-03-15,1124.67,South,Marketing,sample_gl
Actual,6020,2024-03-20,8.83,South,Marketing,sample_gl
Actual,6020,2024-03-21,8462.97,South,Marketing,sample_gl
Actual,6020,2024-03-21,823.75,South,Marketing,sample_gl
Actual,6020,2024-03-27,4685.47,South,Marketing,sample_gl
Actual,6020,2024-03-30,64.72,South,Marketing,sample_gl
Actual,6020,2024-03-12,7522.44,West,Marketing,sample_gl
Actual,6020,2024-03-13,656.56,West,Marketing,sample_gl
Actual,6020,2024-03-15,394.26,West,Marketing,sample_gl
Actual,6020,2024-03-22,546.85,West,Marketing,sample_gl
Actual,6020,2024-03-23,998.14,West,Marketing,sample_gl
Actual,6020,2024-03-24,1491.34,West,Marketing,sample_gl
Actual,6020,2024-03-31,720.24,West,Marketing,sample_gl
Actual,6020,2024-03-31,1595.67,West,Marketing,sample_gl
Actual,6030,2024-03-02,1375.16,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-07,737.19,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-09,27.08,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-12,450.56,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-15,1165.6,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-23,1496.06,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-31,461.46,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-31,111.08,North,Software & Subscriptions,sample_gl
Actual,6030,2024-03-03,278.05,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-04,887.97,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-15,667.4,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-22,1682.1,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-27,810.78,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-28,1012.15,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-31,97.45,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-31,61.46,South,Software & Subscriptions,sample_gl
Actual,6030,2024-03-03,1211.34,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-07,230.19,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-07,1656.93,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-07,927.42,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-18,74.22,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-19,126.9,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-25,888.88,West,Software & Subscriptions,sample_gl
Actual,6030,2024-03-27,83.04,West,Software & Subscriptions,sample_gl
Actual,6040,2024-03-01,85.29,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-01,599.79,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-04,749.13,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-05,501.95,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-06,338.97,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-22,907.39,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-26,1078.64,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-28,1143.45,North,Travel & Entertainment,sample_gl
Actual,6040,2024-03-03,702.46,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-04,730.7,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-12,449.16,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-15,67.98,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-16,138.86,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-17,216.68,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-24,575.51,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-25,289.32,South,Travel & Entertainment,sample_gl
Actual,6040,2024-03-01,168.84,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-02,20.07,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-04,18.76,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-13,499.26,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-14,553.31,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-16,303.39,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-22,774.76,West,Travel & Entertainment,sample_gl
Actual,6040,2024-03-28,232.11,West,Travel & Entertainment,sample_gl
Actual,7000,2024-03-11,483.61,North,Interest Expense,sample_gl
Actual,7000,2024-03-13,762.88,North,Interest Expense,sample_gl
Actual,7000,2024-03-17,571.9,North,Interest Expense,sample_gl
Actual,7000,2024-03-18,318.5,North,Interest Expense,sample_gl
Actual,7000,2024-03-19,630.48,North,Interest Expense,sample_gl
Actual,7000,2024-03-20,584.92,North,Interest Expense,sample_gl
Actual,7000,2024-03-21,357.63,North,Interest Expense,sample_gl
Actual,7000,2024-03-23,516.92,North,Interest Expense,sample_gl
Actual,7000,2024-03-08,938.85,South,Interest Expense,sample_gl
